time,latency,jitter,packet_loss
21618.282793045044,2.002868175506592,0,0
21618.725158929825,2.0047669410705566,0.0018987655639648438,0
21619.008668899536,2.0024209022521973,0.002346038818359375,0
21619.052927970886,2.001728057861328,0.0006928443908691406,0
21619.365740060806,2.001753091812134,2.5033950805664062e-05,0
21619.600687026978,2.0053980350494385,0.0036449432373046875,0
21619.834389925003,2.001565933227539,0.003832101821899414,0
21619.874528884888,2.0018649101257324,0.0002989768981933594,0
21620.315438985825,2.001615047454834,0.0002498626708984375,0
21620.561665058136,2.001439094543457,0.00017595291137695312,0
21620.667488098145,2.0012991428375244,0.0001399517059326172,0
21620.92822790146,2.0046489238739014,0.003349781036376953,0
21620.982434034348,2.002800941467285,0.001847982406616211,0
21621.36863899231,2.003542900085449,0.0007419586181640625,0
21621.85830307007,2.0152549743652344,0.011712074279785156,0
21622.03710603714,2.009683132171631,0.005571842193603516,0
21622.105084896088,2.003790855407715,0.005892276763916016,0
21622.403145074844,2.001579999923706,0.002210855484008789,0
21622.581748008728,2.0035600662231445,0.0019800662994384766,0
21623.03068304062,2.003549098968506,1.0967254638671875e-05,0
21623.50984787941,2.004714012145996,0.0011649131774902344,0
21623.82253599167,2.0055720806121826,0.0008580684661865234,0
21624.106170892715,2.0041298866271973,0.0014421939849853516,0
21624.463449954987,2.00742506980896,0.0032951831817626953,0
21624.912837982178,2.0081961154937744,0.0007710456848144531,0
21625.228120088577,2.0055980682373047,0.0025980472564697266,0
21625.53663802147,2.0025980472564697,0.003000020980834961,0
21625.701703071594,2.001211166381836,0.001386880874633789,0
21626.020785093307,2.009082078933716,0.007870912551879883,0
21626.489197015762,2.0016870498657227,0.007395029067993164,0
21626.879910945892,2.002208948135376,0.0005218982696533203,0
21627.238632917404,2.0030839443206787,0.0008749961853027344,0
21627.668745040894,2.0063469409942627,0.0032629966735839844,0
21627.829078912735,2.0111289024353027,0.004781961441040039,0
21627.9500310421,2.006953001022339,0.004175901412963867,0
21628.041955947876,2.0010290145874023,0.0059239864349365234,0
21628.195210933685,2.0072999000549316,0.006270885467529297,0
21628.569869995117,2.0014679431915283,0.00583195686340332,0
21628.620949029922,2.0043089389801025,0.0028409957885742188,0
21628.728514909744,2.0154168605804443,0.011107921600341797,0
21628.866122961044,2.0103020668029785,0.00511479377746582,0
21629.16069507599,2.001253128051758,0.009048938751220703,0
21629.258682012558,2.000944137573242,0.000308990478515625,0
21629.427259922028,2.0009658336639404,2.1696090698242188e-05,0
21629.469822883606,2.0012168884277344,0.0002510547637939453,0
21629.871928930283,2.0032589435577393,0.002042055130004883,0
21629.91801905632,2.0040781497955322,0.0008192062377929688,0
21630.37062907219,2.0048739910125732,0.0007958412170410156,0
21630.802573919296,2.0020859241485596,0.002788066864013672,0
21631.109855890274,2.00163197517395,0.000453948974609375,0
21631.50496697426,2.0021090507507324,0.00047707557678222656,0
21631.78996706009,2.0009560585021973,0.0011529922485351562,0
21631.871558904648,2.000826835632324,0.00012922286987304688,0
21632.30745601654,2.0016350746154785,0.0008082389831542969,0
21632.446579933167,2.0019149780273438,0.0002799034118652344,0
21632.788524866104,2.001516819000244,0.0003981590270996094,0
21633.284535884857,2.0048558712005615,0.003339052200317383,0
21633.32988190651,2.003566026687622,0.0012898445129394531,0
21633.464704990387,2.003592014312744,2.5987625122070312e-05,0
21633.576816082,2.0041770935058594,0.0005850791931152344,0
21633.68319106102,2.0017781257629395,0.002398967742919922,0
21634.094934940338,2.0058159828186035,0.0040378570556640625,0
21634.525240898132,2.00136399269104,0.0044519901275634766,0
