time,SSID,signal,signal_avg,rx_bitrate,tx_bitrate
3.4129719734191895,ap1-ssid,-71.0,-71.0,NaN,1.0 MBit/s
4.42823600769043,ap1-ssid,-73.0,-72.0,NaN,1.0 MBit/s
5.431236982345581,ap1-ssid,-70.0,-71.33333333333333,NaN,1.0 MBit/s
6.433597087860107,ap1-ssid,-72.0,-71.5,NaN,1.0 MBit/s
7.436295032501221,ap1-ssid,-71.0,-71.4,NaN,1.0 MBit/s
8.439310073852539,ap1-ssid,-74.0,-72.0,NaN,1.0 MBit/s
9.524960994720459,ap1-ssid,-72.0,-71.8,NaN,1.0 MBit/s
10.529335975646973,ap1-ssid,-67.0,-71.2,NaN,1.0 MBit/s
11.53350305557251,ap1-ssid,-74.0,-71.6,NaN,1.0 MBit/s
12.536281108856201,ap1-ssid,-75.0,-72.4,NaN,1.0 MBit/s
13.538968086242676,ap1-ssid,-75.0,-72.6,NaN,1.0 MBit/s
14.541510105133057,ap1-ssid,-67.0,-71.6,24.0 MBit/s,6.0 MBit/s
15.544429063796997,ap1-ssid,-73.0,-72.8,24.0 MBit/s,6.0 MBit/s
16.547400951385498,ap1-ssid,-76.0,-73.2,24.0 MBit/s,6.0 MBit/s
17.550727128982544,ap1-ssid,-70.0,-72.2,24.0 MBit/s,6.0 MBit/s
18.55420994758606,ap1-ssid,-72.0,-71.6,24.0 MBit/s,54.0 MBit/s
19.557757139205933,ap1-ssid,-68.0,-71.8,24.0 MBit/s,54.0 MBit/s
20.561342000961304,ap1-ssid,-74.0,-72.0,24.0 MBit/s,2.0 MBit/s
21.564393043518066,ap1-ssid,-74.0,-71.6,24.0 MBit/s,9.0 MBit/s
22.567464113235474,ap1-ssid,-72.0,-72.0,24.0 MBit/s,12.0 MBit/s
23.573496103286743,ap1-ssid,-76.0,-72.8,24.0 MBit/s,54.0 MBit/s
24.577052116394043,ap1-ssid,-81.0,-75.4,24.0 MBit/s,24.0 MBit/s
25.580646991729736,ap1-ssid,-73.0,-75.2,24.0 MBit/s,24.0 MBit/s
26.58304715156555,ap1-ssid,-74.0,-75.2,24.0 MBit/s,24.0 MBit/s
