time,disconnect,reconnect,scanner_start,scanner_stop,scan_trigger
143.190893173218,0,0,1,0,0
143.19406414032,1,0,0,0,0
146.19727396965,2,0,0,0,1
150.870692968369,0,0,0,0,0
152.972450017929,0,0,0,0,1
160.240615129471,0,0,0,0,1
166.998113155365,0,0,0,0,1
174.884035110474,0,0,0,0,1
181.652629137039,0,0,0,0,1
189.643975973129,0,0,0,0,1
196.687299966812,0,0,0,0,1
203.501253128052,0,0,0,0,1
210.80560708046,0,0,0,0,1
217.912489175796,0,0,0,0,1
225.157003164291,0,0,0,0,1
232.256627082825,0,0,0,0,1
239.402251958847,0,0,0,0,1
246.453824996948,0,0,0,0,1
254.446351051331,0,0,0,0,1
261.737112045288,0,0,0,0,1
268.740692138672,0,0,0,0,1
275.592545032501,0,0,0,0,1
282.801671028137,0,0,0,0,1
289.642935037613,0,0,0,0,1
296.640483140945,0,0,0,0,1
303.467319011688,0,0,0,0,1
311.735836029053,0,0,0,0,1
318.5248670578,0,0,0,0,1
325.324993133545,0,0,0,0,1
332.096512079239,0,0,0,0,1
338.870133161545,0,0,0,0,1
345.968569993973,0,0,0,0,1
352.745002031326,0,0,0,0,1
360.134360074997,0,0,0,0,1
367.532961130142,0,0,0,0,1
374.291908025742,0,0,0,0,1
381.109683036804,0,0,0,0,1
388.314586162567,0,0,0,0,1
395.986395120621,0,0,0,0,1
403.209238052368,0,0,0,0,1
410.319729089737,0,0,0,0,1
418.897014141083,0,0,0,0,1
425.657464027405,0,0,0,0,1
433.837538957596,0,0,0,0,1
440.65310716629,0,0,0,0,1
447.671622991562,0,0,0,0,1
454.504868984222,0,0,0,0,1
461.254742145538,0,0,0,0,1
468.037033081055,0,0,0,0,1
474.776592969894,0,1,0,0,1
481.580538034439,0,2,0,0,1
488.409142017365,0,0,0,0,1
495.177092075348,0,0,0,0,1
502.372882127762,0,0,0,0,1
509.224642038345,0,0,0,0,1
516.067077159882,0,0,0,0,1
522.837764978409,0,0,0,0,1
530.178969144821,0,0,0,0,1
537.4496281147,0,0,0,0,1
544.236613988876,0,0,0,0,1
550.976917982101,0,0,0,0,1
557.751883029938,0,0,0,0,1
565.00820016861,0,0,0,0,1
571.817888021469,0,0,0,0,1
578.577537059784,0,0,0,0,1
583.079789161682,0,0,0,0,0
585.331371068954,0,0,0,0,1
586.836513996124,0,0,0,0,0
586.836717128754,0,0,0,1,0
588.347666025162,0,0,1,0,0
588.354125022888,0,0,0,0,0
591.353582143784,0,0,0,0,1
591.954079151154,0,0,0,0,0
592.964395999908,0,0,0,0,0
593.000169038773,0,0,0,0,0
593.000368118286,0,0,0,0,0
