time,latency,jitter,packet_loss
21616.15115594864,2.0083119869232178,0,0
21616.58623099327,2.0028560161590576,0.005455970764160156,0
21616.872153043747,2.002937078475952,8.106231689453125e-05,0
21616.919280052185,2.005884885787964,0.0029478073120117188,0
21617.198493003845,2.0031299591064453,0.0027549266815185547,0
21617.42946600914,2.002779006958008,0.0003509521484375,0
21617.67084312439,2.0060689449310303,0.003289937973022461,0
21617.71017217636,2.0064949989318848,0.0004260540008544922,0
21618.152141094208,2.0041589736938477,0.0023360252380371094,0
21618.4137301445,2.017963171005249,0.013804197311401367,0
21618.51032614708,2.008692979812622,0.009270191192626953,0
21618.766924142838,2.0080270767211914,0.0006659030914306641,0
21618.81951904297,2.003679037094116,0.004348039627075195,0
21619.2118871212,2.009371042251587,0.005692005157470703,0
21619.68917798996,2.0083658695220947,0.0010051727294921875,0
21619.867534160614,2.003225088119507,0.005140781402587891,0
21619.94069814682,2.002531051635742,0.0006940364837646484,0
21620.244559049606,2.003041982650757,0.0005109310150146484,0
21620.428512096405,2.007136106491089,0.004094123840332031,0
21620.870229005814,2.0064609050750732,0.000675201416015625,0
21621.343283176422,2.002531051635742,0.003929853439331055,0
21621.652623176575,2.001995086669922,0.0005359649658203125,0
21621.93869805336,2.0028510093688965,0.0008559226989746094,0
21622.293369054794,2.003519058227539,0.0006680488586425781,0
21622.743369102478,2.004716157913208,0.0011970996856689453,0
21623.058438062668,2.0063979625701904,0.0016818046569824219,0
21623.355437994003,2.0073699951171875,0.0009720325469970703,0
21623.52698111534,2.010383129119873,0.003013134002685547,0
21623.839375019073,2.0099689960479736,0.00041413307189941406,0
21624.300567150116,2.003451108932495,0.006517887115478516,0
21624.688421964645,2.0010499954223633,0.002401113510131836,0
21625.055683135986,2.009512186050415,0.008462190628051758,0
21625.480750083923,2.00297212600708,0.006540060043334961,0
21625.63264298439,2.0015318393707275,0.001440286636352539,0
21625.757900953293,2.001492977142334,3.886222839355469e-05,0
21625.868726968765,2.0103919506073,0.00889897346496582,0
21626.010105133057,2.0051679611206055,0.005223989486694336,0
21626.39231109619,2.0069260597229004,0.0017580986022949219,0
21626.436048030853,2.009345054626465,0.002418994903564453,0
21626.52831697464,2.005048990249634,0.004296064376831055,0
21626.669876098633,2.0043599605560303,0.0006890296936035156,0
21626.974781036377,2.005547046661377,0.0011870861053466797,0
21627.07058095932,2.0020229816436768,0.0035240650177001953,0
21627.237565994263,2.001163959503174,0.0008590221405029297,0
21627.279603004456,2.001955032348633,0.0007910728454589844,0
21627.8149600029,2.138237953186035,0.13628292083740234,0
21627.815397024155,2.089254856109619,0.048983097076416016,0
21628.1785030365,2.00101900100708,0.08823585510253906,0
21628.613505125046,2.001086950302124,6.794929504394531e-05,0
21628.921879053116,2.0016028881073,0.0005159378051757812,0
21629.323127985,2.008152961730957,0.0065500736236572266,0
21629.60230398178,2.0010340213775635,0.007118940353393555,0
21629.690566062927,2.004106044769287,0.003072023391723633,0
21630.122382164,2.0012412071228027,0.002864837646484375,0
21630.261518001556,2.001304864883423,6.365776062011719e-05,0
