      1 8 29 55.458469 8 29 55.458469 1000
      2 8 29 55.899117 8 29 55.899117 1000
      3 8 29 56.185077 8 29 56.185077 1000
      4 8 29 56.229044 8 29 56.229044 1000
      5 8 29 56.510977 8 29 56.510977 1000
      6 8 29 56.742336 8 29 56.742336 1000
      7 8 29 56.979656 8 29 56.979656 1000
      8 8 29 57.017369 8 29 57.017369 1000
      9 8 29 57.461167 8 29 57.461167 1000
     10 8 29 57.711470 8 29 57.711470 1000
     11 8 29 57.817550 8 29 57.817550 1000
     12 8 29 58.070693 8 29 58.070693 1000
     13 8 29 58.126904 8 29 58.126904 1000
     14 8 29 58.518430 8 29 58.518430 1000
     15 8 29 58.995965 8 29 58.995965 1000
     16 8 29 59.183381 8 29 59.183381 1000
     17 8 29 59.257405 8 29 59.257405 1000
     18 8 29 59.557852 8 29 59.557852 1000
     19 8 29 59.734580 8 29 59.734580 1000
     20 8 30 0.177376 8 30 0.177376 1000
     21 8 30 0.655136 8 30 0.655136 1000
     22 8 30 0.965042 8 30 0.965042 1000
     23 8 30 1.260496 8 30 1.260496 1000
     24 8 30 1.627523 8 30 1.627523 1000
     25 8 30 2.077867 8 30 2.077867 1000
     26 8 30 2.397886 8 30 2.397886 1000
     27 8 30 2.694239 8 30 2.694239 1000
     28 8 30 2.862154 8 30 2.862154 1000
     29 8 30 3.174299 8 30 3.174299 1000
     30 8 30 3.639252 8 30 3.639252 1000
     31 8 30 4.031126 8 30 4.031126 1000
     32 8 30 4.390250 8 30 4.390250 1000
     33 8 30 4.814462 8 30 4.814462 1000
     34 8 30 4.968251 8 30 4.968251 1000
     35 8 30 5.091617 8 30 5.091617 1000
     36 8 30 5.189246 8 30 5.189246 1000
     37 8 30 5.335933 8 30 5.335933 1000
     38 8 30 5.715531 8 30 5.715531 1000
     39 8 30 5.757329 8 30 5.757329 1000
     40 8 30 5.853882 8 30 5.853882 1000
     41 8 30 5.999186 8 30 5.999186 1000
     42 8 30 6.305826 8 30 6.305826 1000
     43 8 30 6.405481 8 30 6.405481 1000
     44 8 30 6.573138 8 30 6.573138 1000
     45 8 30 6.615054 8 30 6.615054 1000
     46 8 30 7.014891 8 30 7.014891 1000
     47 8 30 7.064060 8 30 7.064060 1000
     48 8 30 7.519844 8 30 7.519844 1000
     49 8 30 7.954670 8 30 7.954670 1000
     50 8 30 8.265064 8 30 8.265064 1000
     51 8 30 8.661936 8 30 8.661936 1000
     52 8 30 8.947973 8 30 8.947973 1000
