time,SSID,signal,signal_avg,rx_bitrate,tx_bitrate
4.418764114379883,ap1-ssid,-68.0,-68.0,NaN,11.0 MBit/s
5.4346911907196045,ap1-ssid,-64.0,-66.0,NaN,11.0 MBit/s
6.443231105804443,ap1-ssid,-61.0,-64.33333333333333,NaN,11.0 MBit/s
7.461430072784424,ap1-ssid,-63.0,-64.0,NaN,11.0 MBit/s
8.465970039367676,ap1-ssid,-61.0,-63.4,NaN,11.0 MBit/s
9.469077110290527,ap1-ssid,-61.0,-62.0,NaN,11.0 MBit/s
10.472123146057129,ap1-ssid,-63.0,-61.8,NaN,11.0 MBit/s
11.474908113479614,ap1-ssid,-65.0,-62.6,NaN,11.0 MBit/s
12.476864099502563,ap1-ssid,-66.0,-63.2,NaN,11.0 MBit/s
13.492507219314575,ap1-ssid,-68.0,-64.6,NaN,11.0 MBit/s
14.496833086013794,ap1-ssid,-66.0,-65.6,NaN,11.0 MBit/s
15.500639200210571,ap1-ssid,-62.0,-65.4,NaN,11.0 MBit/s
16.50635814666748,ap1-ssid,-64.0,-65.2,NaN,11.0 MBit/s
17.508963108062744,ap1-ssid,-64.0,-64.8,NaN,11.0 MBit/s
18.51126718521118,ap1-ssid,-63.0,-63.8,1.0 MBit/s,11.0 MBit/s
19.517489194869995,ap1-ssid,-67.0,-64.0,5.5 MBit/s,11.0 MBit/s
20.52093815803528,ap1-ssid,-63.0,-64.2,11.0 MBit/s,11.0 MBit/s
21.524070024490356,ap1-ssid,-65.0,-64.4,11.0 MBit/s,11.0 MBit/s
22.531020164489746,ap1-ssid,-62.0,-64.0,11.0 MBit/s,11.0 MBit/s
23.53415322303772,ap1-ssid,-65.0,-64.4,6.0 MBit/s,11.0 MBit/s
24.538981199264526,ap1-ssid,-66.0,-64.2,18.0 MBit/s,11.0 MBit/s
25.5419921875,ap1-ssid,-65.0,-64.6,18.0 MBit/s,11.0 MBit/s
26.545359134674072,ap1-ssid,-65.0,-64.6,36.0 MBit/s,11.0 MBit/s
27.548282146453857,ap1-ssid,-69.0,-66.0,36.0 MBit/s,11.0 MBit/s
28.551409006118774,ap1-ssid,-67.0,-66.4,36.0 MBit/s,11.0 MBit/s
29.55467200279236,ap1-ssid,-64.0,-66.0,54.0 MBit/s,11.0 MBit/s
30.557056188583374,ap1-ssid,-72.0,-67.4,54.0 MBit/s,11.0 MBit/s
31.56283211708069,ap1-ssid,-64.0,-67.2,54.0 MBit/s,11.0 MBit/s
32.5661940574646,ap1-ssid,-64.0,-66.2,54.0 MBit/s,11.0 MBit/s
33.568812131881714,ap1-ssid,-64.0,-65.6,48.0 MBit/s,11.0 MBit/s
34.5724880695343,ap1-ssid,-68.0,-66.4,54.0 MBit/s,11.0 MBit/s
35.57929801940918,ap1-ssid,-68.0,-65.6,54.0 MBit/s,11.0 MBit/s
36.58151721954346,ap1-ssid,-66.0,-66.0,54.0 MBit/s,11.0 MBit/s
37.58431005477905,ap1-ssid,-66.0,-66.4,54.0 MBit/s,11.0 MBit/s
