time,disconnect,reconnect,scanner_start,scanner_stop,scan_trigger
156.22287607192993,0,0,1,0,0
156.22492718696594,1,0,0,0,0
159.22735905647278,0,0,0,0,1
165.29247522354126,2,0,0,0,0
166.00001406669617,0,0,0,0,1
173.00378918647766,0,0,0,0,1
180.1475350856781,0,0,0,0,1
187.03827500343323,0,0,0,0,1
194.14294910430908,0,0,0,0,1
200.91628313064575,0,0,0,0,1
207.77237606048584,0,0,0,0,1
214.55665802955627,0,0,0,0,1
221.3113350868225,0,0,0,0,1
228.10739707946777,0,0,0,0,1
234.93131399154663,0,0,0,0,1
241.72588920593262,0,0,0,0,1
248.5217981338501,0,0,0,0,1
255.31472516059875,0,0,0,0,1
262.09150099754333,0,0,0,0,1
268.847944021225,0,0,0,0,1
275.6453220844269,0,0,0,0,1
282.4183580875397,0,0,0,0,1
289.1873860359192,0,0,0,0,1
296.2635290622711,0,0,0,0,1
303.043603181839,0,0,0,0,1
309.82684302330017,0,0,0,0,1
316.69768714904785,0,0,0,0,1
323.5395121574402,0,0,0,0,1
330.49358010292053,0,0,0,0,1
337.3031539916992,0,0,0,0,1
344.08306312561035,0,0,0,0,1
350.98328709602356,0,0,0,0,1
357.7470541000366,0,0,0,0,1
364.5394220352173,0,0,0,0,1
371.3283941745758,0,0,0,0,1
378.1423571109772,0,0,0,0,1
384.95551109313965,0,0,0,0,1
391.730984210968,0,0,0,0,1
398.52545619010925,0,0,0,0,1
405.3591151237488,0,0,0,0,1
412.142715215683,0,0,0,0,1
418.90045499801636,0,0,0,0,1
425.69984316825867,0,0,0,0,1
432.47554111480713,0,0,0,0,1
439.5785870552063,0,0,0,0,1
446.35552620887756,0,0,0,0,1
453.2557280063629,0,0,0,0,1
460.0796060562134,0,0,0,0,1
466.8999981880188,0,0,0,0,1
473.71562814712524,0,0,0,0,1
480.5152180194855,0,0,0,0,1
487.2577440738678,0,0,0,0,1
494.05178904533386,0,0,0,0,1
500.9295721054077,0,0,0,0,1
507.707643032074,0,0,0,0,1
514.478942155838,0,0,0,0,1
521.2706751823425,0,0,0,0,1
528.1386361122131,0,0,0,0,1
534.8995652198792,0,0,0,0,1
541.6597630977631,0,0,0,0,1
548.432667016983,0,0,0,0,1
555.2095460891724,0,0,0,0,1
562.0749561786652,0,0,0,0,1
568.8391950130463,0,0,0,0,1
575.6304080486298,0,0,0,0,1
582.4431390762329,0,0,0,0,1
589.2285251617432,0,0,0,0,1
596.0001661777496,0,0,0,0,1
596.4309871196747,0,1,0,0,0
600.2467920780182,0,2,0,0,0
600.2469971179962,0,0,0,1,0
