time,SSID,signal,signal_avg,rx_bitrate,tx_bitrate
4.418758153915405,ap1-ssid,-57.0,-57.0,NaN,18.0 MBit/s
5.431915044784546,ap1-ssid,-56.0,-56.5,NaN,18.0 MBit/s
6.442475080490112,ap1-ssid,-59.0,-57.333333333333336,NaN,18.0 MBit/s
7.453711032867432,ap1-ssid,-62.0,-58.5,NaN,18.0 MBit/s
8.458070993423462,ap1-ssid,-60.0,-58.8,NaN,18.0 MBit/s
9.460171222686768,ap1-ssid,-59.0,-59.2,NaN,18.0 MBit/s
10.465193033218384,ap1-ssid,-59.0,-59.8,NaN,18.0 MBit/s
11.468337059020996,ap1-ssid,-62.0,-60.4,NaN,18.0 MBit/s
12.472021102905273,ap1-ssid,-60.0,-60.0,NaN,18.0 MBit/s
13.486566066741943,ap1-ssid,-58.0,-59.6,NaN,18.0 MBit/s
14.49362301826477,ap1-ssid,-58.0,-59.4,NaN,18.0 MBit/s
15.49657917022705,ap1-ssid,-61.0,-59.8,NaN,18.0 MBit/s
16.502485990524292,ap1-ssid,-65.0,-60.4,48.0 MBit/s,18.0 MBit/s
17.506299018859863,ap1-ssid,-59.0,-60.2,48.0 MBit/s,18.0 MBit/s
18.5089111328125,ap1-ssid,-60.0,-60.6,48.0 MBit/s,18.0 MBit/s
19.514397144317627,ap1-ssid,-61.0,-61.2,48.0 MBit/s,18.0 MBit/s
20.516767024993896,ap1-ssid,-64.0,-61.8,48.0 MBit/s,36.0 MBit/s
21.52008318901062,ap1-ssid,-63.0,-61.4,48.0 MBit/s,36.0 MBit/s
22.529465198516846,ap1-ssid,-61.0,-61.8,48.0 MBit/s,48.0 MBit/s
23.532766103744507,ap1-ssid,-63.0,-62.4,48.0 MBit/s,48.0 MBit/s
24.536116123199463,ap1-ssid,-64.0,-63.0,48.0 MBit/s,48.0 MBit/s
25.5398371219635,ap1-ssid,-61.0,-62.4,48.0 MBit/s,54.0 MBit/s
26.543650150299072,ap1-ssid,-70.0,-63.8,48.0 MBit/s,54.0 MBit/s
27.547688007354736,ap1-ssid,-64.0,-64.4,48.0 MBit/s,54.0 MBit/s
28.55120611190796,ap1-ssid,-64.0,-64.6,48.0 MBit/s,54.0 MBit/s
29.55422616004944,ap1-ssid,-60.0,-63.8,48.0 MBit/s,54.0 MBit/s
30.557170152664185,ap1-ssid,-64.0,-64.4,48.0 MBit/s,54.0 MBit/s
31.562971115112305,ap1-ssid,-65.0,-63.4,48.0 MBit/s,54.0 MBit/s
32.56502103805542,ap1-ssid,-63.0,-63.2,48.0 MBit/s,54.0 MBit/s
33.56804800033569,ap1-ssid,-65.0,-63.4,48.0 MBit/s,54.0 MBit/s
34.57138919830322,ap1-ssid,-68.0,-65.0,48.0 MBit/s,54.0 MBit/s
35.57679605484009,ap1-ssid,-73.0,-66.8,48.0 MBit/s,54.0 MBit/s
36.58151412010193,ap1-ssid,-69.0,-67.6,48.0 MBit/s,54.0 MBit/s
37.585241079330444,ap1-ssid,-66.0,-68.2,48.0 MBit/s,54.0 MBit/s
38.58880400657654,ap1-ssid,-68.0,-68.8,48.0 MBit/s,54.0 MBit/s
39.59191417694092,ap1-ssid,-66.0,-68.4,48.0 MBit/s,54.0 MBit/s
40.60429000854492,ap1-ssid,-70.0,-67.8,48.0 MBit/s,54.0 MBit/s
41.609204053878784,ap1-ssid,-62.0,-66.4,48.0 MBit/s,54.0 MBit/s
42.61375117301941,ap1-ssid,-69.0,-67.0,48.0 MBit/s,54.0 MBit/s
43.6169810295105,ap1-ssid,-65.0,-66.4,48.0 MBit/s,54.0 MBit/s
44.62219309806824,ap1-ssid,-68.0,-66.8,48.0 MBit/s,54.0 MBit/s
45.62491822242737,ap1-ssid,-70.0,-66.8,48.0 MBit/s,24.0 MBit/s
46.62882208824158,ap1-ssid,-68.0,-68.0,48.0 MBit/s,54.0 MBit/s
47.63372611999512,ap1-ssid,-72.0,-68.6,48.0 MBit/s,1.0 MBit/s
48.638132095336914,ap1-ssid,-76.0,-70.8,48.0 MBit/s,48.0 MBit/s
49.64126706123352,ap1-ssid,-71.0,-71.4,48.0 MBit/s,48.0 MBit/s
50.644360065460205,ap1-ssid,-72.0,-71.8,48.0 MBit/s,48.0 MBit/s
51.64897298812866,ap1-ssid,-73.0,-72.8,48.0 MBit/s,48.0 MBit/s
52.65610909461975,ap1-ssid,-71.0,-72.6,48.0 MBit/s,48.0 MBit/s
53.65975904464722,ap1-ssid,-71.0,-71.6,48.0 MBit/s,48.0 MBit/s
54.66339302062988,ap1-ssid,-74.0,-72.2,48.0 MBit/s,48.0 MBit/s
55.66623115539551,ap1-ssid,-77.0,-73.2,48.0 MBit/s,48.0 MBit/s
56.66975021362305,ap1-ssid,-77.0,-74.0,48.0 MBit/s,48.0 MBit/s
57.68017506599426,ap1-ssid,-70.0,-73.8,48.0 MBit/s,48.0 MBit/s
58.689834117889404,ap1-ssid,-74.0,-74.4,48.0 MBit/s,48.0 MBit/s
59.69608521461487,ap1-ssid,-70.0,-73.6,48.0 MBit/s,48.0 MBit/s
60.699668169021606,ap1-ssid,-74.0,-73.0,48.0 MBit/s,48.0 MBit/s
61.70406913757324,ap1-ssid,-71.0,-71.8,48.0 MBit/s,5.5 MBit/s
62.70722699165344,ap1-ssid,-73.0,-72.4,48.0 MBit/s,48.0 MBit/s
63.711119174957275,ap1-ssid,-77.0,-73.0,48.0 MBit/s,36.0 MBit/s
64.71404719352722,ap1-ssid,-78.0,-74.6,48.0 MBit/s,2.0 MBit/s
65.71701407432556,ap1-ssid,-80.0,-75.8,48.0 MBit/s,36.0 MBit/s
66.72295498847961,ap1-ssid,-76.0,-76.8,48.0 MBit/s,9.0 MBit/s
67.72497200965881,ap1-ssid,-79.0,-78.0,48.0 MBit/s,36.0 MBit/s
68.72724604606628,ap1-ssid,-76.0,-77.8,48.0 MBit/s,36.0 MBit/s
69.73025608062744,ap1-ssid,-74.0,-77.0,48.0 MBit/s,36.0 MBit/s
70.73514008522034,ap1-ssid,-77.0,-76.4,48.0 MBit/s,36.0 MBit/s
71.73986601829529,ap1-ssid,-82.0,-77.6,48.0 MBit/s,36.0 MBit/s
72.74390912055969,ap1-ssid,-73.0,-76.4,48.0 MBit/s,36.0 MBit/s
73.74753999710083,ap1-ssid,-81.0,-77.4,48.0 MBit/s,36.0 MBit/s
74.75054216384888,ap1-ssid,-78.0,-78.2,48.0 MBit/s,36.0 MBit/s
75.75479006767273,ap1-ssid,-73.0,-77.4,48.0 MBit/s,36.0 MBit/s
76.75719809532166,ap1-ssid,-74.0,-75.8,48.0 MBit/s,36.0 MBit/s
77.76350522041321,ap1-ssid,-77.0,-76.6,48.0 MBit/s,24.0 MBit/s
78.7717490196228,ap1-ssid,-78.0,-76.0,48.0 MBit/s,24.0 MBit/s
79.77574610710144,ap1-ssid,-74.0,-75.2,48.0 MBit/s,24.0 MBit/s
80.77884411811829,ap1-ssid,-78.0,-76.2,48.0 MBit/s,36.0 MBit/s
81.78315019607544,ap1-ssid,-79.0,-77.2,48.0 MBit/s,24.0 MBit/s
82.7867841720581,ap1-ssid,-76.0,-77.0,48.0 MBit/s,12.0 MBit/s
83.79442620277405,ap1-ssid,-77.0,-76.8,48.0 MBit/s,18.0 MBit/s
84.80090498924255,ap1-ssid,-79.0,-77.8,48.0 MBit/s,18.0 MBit/s
85.80406904220581,ap1-ssid,-81.0,-78.4,48.0 MBit/s,18.0 MBit/s
86.80662703514099,ap1-ssid,-79.0,-78.4,48.0 MBit/s,18.0 MBit/s
87.80902409553528,ap1-ssid,-78.0,-78.8,48.0 MBit/s,18.0 MBit/s
88.81247401237488,ap1-ssid,-76.0,-78.6,48.0 MBit/s,18.0 MBit/s
89.81555104255676,ap1-ssid,-83.0,-79.4,48.0 MBit/s,18.0 MBit/s
90.81897211074829,ap1-ssid,-78.0,-78.8,48.0 MBit/s,18.0 MBit/s
91.82274603843689,ap1-ssid,-81.0,-79.2,48.0 MBit/s,18.0 MBit/s
92.82496404647827,ap1-ssid,-80.0,-79.6,48.0 MBit/s,18.0 MBit/s
93.82807803153992,ap1-ssid,-82.0,-80.8,48.0 MBit/s,18.0 MBit/s
94.83199405670166,ap1-ssid,-77.0,-79.6,48.0 MBit/s,18.0 MBit/s
95.84261322021484,ap1-ssid,-80.0,-80.0,48.0 MBit/s,18.0 MBit/s
96.85313105583191,ap1-ssid,-79.0,-79.6,48.0 MBit/s,12.0 MBit/s
97.85839915275574,ap1-ssid,-76.0,-78.8,48.0 MBit/s,18.0 MBit/s
98.86078000068665,ap1-ssid,-82.0,-78.8,48.0 MBit/s,18.0 MBit/s
99.86303305625916,ap1-ssid,-81.0,-79.6,48.0 MBit/s,5.5 MBit/s
100.86611199378967,ap1-ssid,-79.0,-79.4,48.0 MBit/s,18.0 MBit/s
101.86965298652649,ap1-ssid,-85.0,-80.6,48.0 MBit/s,18.0 MBit/s
102.87872099876404,ap1-ssid,-86.0,-82.6,48.0 MBit/s,2.0 MBit/s
103.88179421424866,ap1-ssid,-83.0,-82.8,48.0 MBit/s,18.0 MBit/s
104.88579416275024,ap1-ssid,-82.0,-83.0,48.0 MBit/s,18.0 MBit/s
105.88897609710693,ap1-ssid,-85.0,-84.2,48.0 MBit/s,18.0 MBit/s
106.89462804794312,ap1-ssid,-87.0,-84.6,48.0 MBit/s,18.0 MBit/s
107.89905905723572,ap1-ssid,-83.0,-84.0,48.0 MBit/s,1.0 MBit/s
108.90538311004639,ap1-ssid,-85.0,-84.4,48.0 MBit/s,12.0 MBit/s
