total_time_s,packet_sent,packet_received,packet_dropped,packet_dropped_rate,min_latency_s,max_latency_s,avg_latency_s,sd_latency_s,avg_jitter_s,sd_jitter_s,avg_bitrate,sd_bitrate,avg_packetrate_pkts,round
1674.4969918727875,6000,5353,647,10.783333333333333,2.0009260177612305,4.067694187164307,2.016821460502962,0.07173724687188118,0.007835204860060856,0.03746569569070277,24867.51111111111,9159.167641194595,3.1967808995662086,
