time,disconnect,reconnect,scanner_start,scanner_stop,scan_trigger
292.36801290512085,1,0,0,0,0
300.116730928421,2,0,0,0,0
301.1209349632263,0,0,1,0,0
303.1271770000458,0,0,0,0,1
308.97109389305115,0,0,0,0,1
314.74855303764343,0,0,0,0,1
320.5243718624115,0,0,0,0,1
326.8208088874817,0,0,0,0,1
332.690052986145,0,0,0,0,1
338.49809885025024,0,0,0,0,1
344.24768686294556,0,0,0,0,1
349.9988169670105,0,0,0,0,1
355.77393794059753,0,0,0,0,1
361.552747964859,0,0,0,0,1
367.3215129375458,0,0,0,0,1
373.18631982803345,0,0,0,0,1
378.94886589050293,0,0,0,0,1
384.69813799858093,0,0,0,0,1
390.45785689353943,0,0,0,0,1
396.20054483413696,0,0,0,0,1
401.9547338485718,0,0,0,0,1
407.7388119697571,0,0,0,0,1
413.92062401771545,0,0,0,0,1
419.6741349697113,0,0,0,0,1
425.4128749370575,0,0,0,0,1
431.1685619354248,0,0,0,0,1
436.98590087890625,0,0,0,0,1
442.77694296836853,0,0,0,0,1
448.7372999191284,0,0,0,0,1
454.51122188568115,0,0,0,0,1
460.2775459289551,0,0,0,0,1
466.0696289539337,0,0,0,0,1
471.93424701690674,0,0,0,0,1
477.9996249675751,0,0,0,0,1
483.80234384536743,0,0,0,0,1
490.34981894493103,0,0,0,0,1
496.1184070110321,0,0,0,0,1
501.9007339477539,0,0,0,0,1
507.64070081710815,0,0,0,0,1
513.4030768871307,0,0,0,0,1
519.1878650188446,0,0,0,0,1
524.9769859313965,0,0,0,0,1
531.4417788982391,0,0,0,0,1
537.5449588298798,0,0,0,0,1
543.5806488990784,0,0,0,0,1
549.3828639984131,0,0,0,0,1
555.2950389385223,0,0,0,0,1
561.0981259346008,0,0,0,0,1
567.1885988712311,0,0,0,0,1
573.0003049373627,0,0,0,0,1
578.807788848877,0,0,0,0,1
584.6284809112549,0,0,0,0,1
590.6454439163208,0,0,0,0,1
596.4653518199921,0,0,0,0,1
602.2894759178162,0,0,0,0,1
608.1256289482117,0,0,0,0,1
613.9094970226288,0,0,0,0,1
619.8048088550568,0,0,0,0,1
625.6126139163971,0,0,0,0,1
631.3581500053406,0,0,0,0,1
