total_time_s,packet_sent,packet_received,packet_dropped,packet_dropped_rate,min_latency_s,max_latency_s,avg_latency_s,sd_latency_s,avg_jitter_s,sd_jitter_s,avg_bitrate,sd_bitrate,avg_packetrate_pkts,round
1675.1722650527954,6000,5503,497,8.283333333333333,2.000931978225708,4.055377960205078,2.0182343362007233,0.10327931042807403,0.009370352341091981,0.043270600989829745,25442.888888888887,8260.509747222057,3.285035285506333,
