time,SSID,signal,signal_avg,rx_bitrate,tx_bitrate
6.821304798126221,ap1-ssid,-71.0,-71.0,NaN,1.0 MBit/s
7.82422399520874,ap1-ssid,-76.0,-73.5,NaN,1.0 MBit/s
8.826119899749756,ap1-ssid,-73.0,-73.33333333333333,NaN,1.0 MBit/s
9.829928874969482,ap1-ssid,-73.0,-73.25,NaN,1.0 MBit/s
10.83194899559021,ap1-ssid,-76.0,-73.8,NaN,1.0 MBit/s
11.835124015808105,ap1-ssid,-73.0,-73.66666666666667,NaN,1.0 MBit/s
12.838096857070923,ap1-ssid,-75.0,-73.85714285714286,NaN,1.0 MBit/s
13.843217849731445,ap1-ssid,-82.0,-74.875,NaN,1.0 MBit/s
14.850263833999634,ap1-ssid,-76.0,-75.0,NaN,1.0 MBit/s
15.853662967681885,ap1-ssid,-77.0,-75.2,NaN,1.0 MBit/s
16.855559825897217,ap1-ssid,-72.0,-75.3,5.5 MBit/s,1.0 MBit/s
17.858367919921875,ap1-ssid,-73.0,-75.0,5.5 MBit/s,1.0 MBit/s
18.862116813659668,ap1-ssid,-78.0,-75.5,5.5 MBit/s,1.0 MBit/s
19.865262985229492,ap1-ssid,-72.0,-75.4,5.5 MBit/s,1.0 MBit/s
20.86812400817871,ap1-ssid,-75.0,-75.3,5.5 MBit/s,1.0 MBit/s
21.871134996414185,ap1-ssid,-70.0,-75.0,9.0 MBit/s,1.0 MBit/s
22.87440586090088,ap1-ssid,-79.0,-75.4,9.0 MBit/s,1.0 MBit/s
23.877810955047607,ap1-ssid,-76.0,-74.8,9.0 MBit/s,1.0 MBit/s
24.883039951324463,ap1-ssid,-75.0,-74.7,11.0 MBit/s,1.0 MBit/s
25.886379957199097,ap1-ssid,-77.0,-74.7,11.0 MBit/s,1.0 MBit/s
26.892117023468018,ap1-ssid,-78.0,-75.3,18.0 MBit/s,1.0 MBit/s
27.895596027374268,ap1-ssid,-80.0,-76.0,18.0 MBit/s,1.0 MBit/s
28.902618885040283,ap1-ssid,-80.0,-76.2,18.0 MBit/s,1.0 MBit/s
29.906487941741943,ap1-ssid,-77.0,-76.7,24.0 MBit/s,1.0 MBit/s
30.909493923187256,ap1-ssid,-80.0,-77.2,24.0 MBit/s,1.0 MBit/s
31.91279888153076,ap1-ssid,-82.0,-78.4,24.0 MBit/s,1.0 MBit/s
32.915820837020874,ap1-ssid,-73.0,-77.8,24.0 MBit/s,1.0 MBit/s
33.91905689239502,ap1-ssid,-75.0,-77.7,24.0 MBit/s,1.0 MBit/s
