      1 12 38 27.181415 12 38 29.204460 1000
      2 12 38 27.621402 12 38 29.635109 1000
      3 12 38 27.907263 12 38 29.918104 1000
      4 12 38 27.952078 12 38 29.965169 1000
      5 12 38 28.234998 12 38 30.245747 1000
      6 12 38 28.466945 12 38 30.470987 1000
      7 12 38 28.704580 12 38 30.708686 1000
      8 12 38 28.742354 12 38 30.746994 1000
      9 12 38 29.183426 12 38 31.191004 1000
     10 12 38 29.430285 12 38 31.442261 1000
     11 12 38 29.535956 12 38 31.540578 1000
     12 12 38 29.789229 12 38 31.794185 1000
     13 12 38 29.845584 12 38 31.849146 1000
     14 12 38 30.231321 12 38 32.235968 1000
     15 12 38 30.709281 12 38 32.714691 1000
     16 12 38 30.892654 12 38 32.910832 1000
     17 12 38 30.966683 12 38 32.978915 1000
     18 12 38 31.266891 12 38 33.269564 1000
     19 12 38 31.444335 12 38 33.450315 1000
     20 12 38 31.887121 12 38 33.895059 1000
     21 12 38 32.366890 12 38 34.372354 1000
     22 12 38 32.677013 12 38 34.694392 1000
     23 12 38 32.962903 12 38 34.973948 1000
     24 12 38 33.316859 12 38 35.321730 1000
     25 12 38 33.765559 12 38 35.768513 1000
     26 12 38 34.078907 12 38 36.086614 1000
     27 12 38 34.374920 12 38 36.380221 1000
     28 12 38 34.541009 12 38 36.544771 1000
     29 12 38 34.852496 12 38 36.854989 1000
     30 12 38 35.320002 12 38 37.321604 1000
     31 12 38 35.710143 12 38 37.711806 1000
     32 12 38 36.068062 12 38 38.070972 1000
     33 12 38 36.492037 12 38 38.493643 1000
     34 12 38 36.650751 12 38 38.656155 1000
     35 12 38 36.773977 12 38 38.775760 1000
     36 12 38 36.871359 12 38 38.874300 1000
     37 12 38 37.033482 12 38 39.037138 1000
     38 12 38 37.412920 12 38 39.414978 1000
     39 12 38 37.454344 12 38 39.460426 1000
     40 12 38 37.550913 12 38 39.552696 1000
     41 12 38 37.693008 12 38 39.695105 1000
     42 12 38 37.996883 12 38 40.002642 1000
     43 12 38 38.094841 12 38 40.098967 1000
     44 12 38 38.262316 12 38 40.264753 1000
     45 12 38 38.306650 12 38 40.310394 1000
     46 12 38 38.701739 12 38 40.706402 1000
     47 12 38 38.753836 12 38 40.755569 1000
     48 12 38 39.205259 12 38 41.207759 1000
     49 12 38 39.639981 12 38 41.647283 1000
     50 12 38 39.947669 12 38 41.955945 1000
     51 12 38 40.343040 12 38 42.344989 1000
     52 12 38 40.629347 12 38 42.632657 1000
     53 12 38 40.711157 12 38 42.718829 1000
     54 12 38 41.154886 12 38 43.156261 1000
     55 12 38 41.293858 12 38 43.298690 1000
     56 12 38 41.634660 12 38 43.636046 1000
     57 12 38 42.130378 12 38 44.135030 1000
     58 12 38 42.178395 12 38 44.183171 1000
     59 12 38 42.314349 12 38 44.317294 1000
     60 12 38 42.425970 12 38 44.438839 1000
     61 12 38 42.534692 12 38 44.541243 1000
     62 12 38 42.942318 12 38 44.947101 1000
     63 12 38 43.377269 12 38 45.386734 1000
