time,bitrate,latency,jitter,packet_loss
21616.286034822464,1066.6666666666667,2.0230448246002197,0,0
21616.716683864594,1066.6666666666667,2.013706922531128,0.009337902069091797,0
21616.999678850174,1066.6666666666667,2.010840892791748,0.002866029739379883,0
21617.04674386978,1066.6666666666667,2.0130908489227295,0.0022499561309814453,0
21617.327322006226,31466.666666666668,2.010749101638794,0.002341747283935547,0
21617.552561998367,31466.666666666668,2.004042148590088,0.006706953048706055,0
21617.790261030197,31466.666666666668,2.004106044769287,6.389617919921875e-05,0
21617.828568935394,31466.666666666668,2.0046401023864746,0.0005340576171875,0
21618.272578954697,31466.666666666668,2.007578134536743,0.0029380321502685547,0
21618.523835897446,31466.666666666668,2.0119760036468506,0.004397869110107422,0
21618.62215280533,31466.666666666668,2.004621982574463,0.007354021072387695,0
21618.87575984001,31466.666666666668,2.004956007003784,0.00033402442932128906,0
21618.930720806122,31466.666666666668,2.0035619735717773,0.001394033432006836,0
21619.317543029785,31466.666666666668,2.0046470165252686,0.001085042953491211,0
21619.79626584053,31466.666666666668,2.0054099559783936,0.000762939453125,0
21619.992406845093,31466.666666666668,2.0181779861450195,0.012768030166625977,0
21620.06048989296,31466.666666666668,2.0122320652008057,0.005945920944213867,0
21620.351138830185,31466.666666666668,2.0026729106903076,0.009559154510498047,0
21620.531889915466,31466.666666666668,2.0059800148010254,0.0033071041107177734,0
21620.976634025574,31466.666666666668,2.0079381465911865,0.001958131790161133,0
21621.45392894745,31466.666666666668,2.0054640769958496,0.002474069595336914,0
21621.775966882706,31466.666666666668,2.01737904548645,0.011914968490600586,0
21622.0555229187,31466.666666666668,2.011044979095459,0.006334066390991211,0
21622.403304815292,31466.666666666668,2.004870891571045,0.0061740875244140625,0
21622.85008788109,31466.666666666668,2.0029540061950684,0.0019168853759765625,0
21623.16818881035,31466.666666666668,2.007706880569458,0.0047528743743896484,0
21623.461795806885,31466.666666666668,2.005300998687744,0.002405881881713867,0
21623.62634587288,31466.666666666668,2.0037620067596436,0.001538991928100586,0
21623.93656396866,31466.666666666668,2.002493143081665,0.0012688636779785156,0
21624.403178930283,31466.666666666668,2.0016019344329834,0.0008912086486816406,0
21624.793380975723,31466.666666666668,2.0016629695892334,6.103515625e-05,0
21625.15254688263,31466.666666666668,2.0029098987579346,0.0012469291687011719,0
21625.575217962265,31466.666666666668,2.001605987548828,0.0013039112091064453,0
21625.737730026245,31466.666666666668,2.005403995513916,0.0037980079650878906,0
21625.85733485222,31466.666666666668,2.0017828941345215,0.0036211013793945312,0
21625.95587491989,31466.666666666668,2.0029408931732178,0.001157999038696289,0
21626.11871290207,31466.666666666668,2.0036559104919434,0.0007150173187255859,0
21626.496552944183,31466.666666666668,2.0020580291748047,0.0015978813171386719,0
21626.542001008987,31466.666666666668,2.006082057952881,0.004024028778076172,0
21626.63427090645,31466.666666666668,2.0017828941345215,0.004299163818359375,0
21626.776679992676,31466.666666666668,2.0020971298217773,0.0003142356872558594,0
21627.084216833115,31466.666666666668,2.0057590007781982,0.0036618709564208984,0
21627.180541992188,31466.666666666668,2.0041260719299316,0.0016329288482666016,0
21627.346328020096,31466.666666666668,2.002437114715576,0.0016889572143554688,0
21627.39196896553,31466.666666666668,2.003744125366211,0.0013070106506347656,0
21627.78797698021,31466.666666666668,2.0046629905700684,0.0009188652038574219,0
21627.83714389801,31466.666666666668,2.0017330646514893,0.0029299259185791016,0
21628.289333820343,31466.666666666668,2.00249981880188,0.000766754150390625,0
21628.72885799408,31466.666666666668,2.0073020458221436,0.004802227020263672,0
21629.037519931793,31466.666666666668,2.0082759857177734,0.0009739398956298828,0
21629.426563978195,31466.666666666668,2.0019490718841553,0.006326913833618164,0
21629.714231967926,31466.666666666668,2.003309965133667,0.0013608932495117188,0
21629.80040383339,31466.666666666668,2.00767183303833,0.004361867904663086,0
21630.237835884094,31466.666666666668,2.0013749599456787,0.006296873092651367,0
21630.380264997482,31466.666666666668,2.0048320293426514,0.0034570693969726562,0
21630.71762084961,31466.666666666668,2.0013859272003174,0.0034461021423339844,0
21631.216604948044,31466.666666666668,2.0046520233154297,0.0032660961151123047,0
21631.2647459507,31466.666666666668,2.0047760009765625,0.0001239776611328125,0
21631.39886879921,31466.666666666668,2.0029449462890625,0.0018310546875,0
21631.52041387558,31466.666666666668,2.012868881225586,0.009923934936523438,0
21631.622817993164,31466.666666666668,2.0065510272979736,0.006317853927612305,0
21632.02867603302,31466.666666666668,2.0047831535339355,0.001767873764038086,0
21632.46830892563,31466.666666666668,2.009464979171753,0.004681825637817383,0
21632.72735285759,31466.666666666668,2.0016698837280273,0.007795095443725586,0
21632.78799200058,31466.666666666668,2.0035250186920166,0.0018551349639892578,0
21632.90839791298,31466.666666666668,2.0038580894470215,0.0003330707550048828,0
21633.38877081871,31466.666666666668,2.002596855163574,0.0012612342834472656,0
21633.509298801422,31466.666666666668,2.0016028881073,0.000993967056274414,0
21633.931010961533,31466.666666666668,2.0010130405426025,0.0005898475646972656,0
21634.053320884705,31466.666666666668,2.012593984603882,0.011580944061279297,0
21634.404901981354,31466.666666666668,2.0015921592712402,0.011001825332641602,0
21634.701215028763,31466.666666666668,2.0011842250823975,0.00040793418884277344,0
21635.1079518795,31466.666666666668,2.0047109127044678,0.0035266876220703125,0
21635.482739925385,31466.666666666668,2.002376079559326,0.0023348331451416016,0
21635.584476947784,31466.666666666668,2.004302978515625,0.0019268989562988281,0
21635.707581996918,31466.666666666668,2.0035440921783447,0.0007588863372802734,0
21635.91723394394,31466.666666666668,2.004775047302246,0.0012309551239013672,0
21636.346247911453,31466.666666666668,2.004564046859741,0.0002110004425048828,0
21636.66648387909,31466.666666666668,2.001438856124878,0.0031251907348632812,0
21637.037817001343,31466.666666666668,2.0015389919281006,0.00010013580322265625,0
21637.176817893982,31466.666666666668,2.0051729679107666,0.0036339759826660156,0
