time,disconnect,reconnect,scanner_start,scanner_stop,scan_trigger
157.538193941116,1,0,0,0,0
157.539918899536,2,0,0,0,0
158.543412923813,0,0,1,0,0
160.545451879501,0,0,0,0,1
166.431520938873,0,0,0,0,1
172.323304891586,0,0,0,0,1
178.061647891998,0,0,0,0,1
183.827328920364,0,0,0,0,1
189.593389034271,0,0,0,0,1
195.424713850021,0,0,0,0,1
201.272949934006,0,0,0,0,1
207.403913021088,0,0,0,0,1
213.174043893814,0,0,0,0,1
218.939210891724,0,0,0,0,1
224.780263900757,0,0,0,0,1
230.555354833603,0,0,0,0,1
236.339124917984,0,0,0,0,1
242.083256959915,0,0,0,0,1
247.859606027603,0,0,0,0,1
253.645596027374,0,0,0,0,1
259.577358007431,0,0,0,0,1
265.536624908447,0,0,0,0,1
271.679227828979,0,0,0,0,1
277.488524913788,0,0,0,0,1
283.351837873459,0,0,0,0,1
289.135236024857,0,0,0,0,1
294.922981977463,0,0,0,0,1
300.719957828522,0,0,0,0,1
306.884039878845,0,0,0,0,1
312.662907838821,0,0,0,0,1
318.774803876877,0,0,0,0,1
324.527184963226,0,0,0,0,1
330.27537894249,0,0,0,0,1
336.052690029144,0,0,0,0,1
342.402832984924,0,0,0,0,1
348.38720202446,0,0,0,0,1
354.135840892792,0,0,0,0,1
359.902546882629,0,0,0,0,1
365.681638002396,0,0,0,0,1
371.507946014404,0,0,0,0,1
377.287717819214,0,0,0,0,1
383.044873952866,0,0,0,0,1
388.835546970367,0,0,0,0,1
394.600714921951,0,0,0,0,1
400.928256034851,0,0,0,0,1
406.749676942825,0,0,0,0,1
412.523355007172,0,0,0,0,1
418.340713024139,0,0,0,0,1
424.099239826202,0,0,0,0,1
429.862306833267,0,0,0,0,1
435.68008184433,0,0,0,0,1
441.676316022873,0,0,0,0,1
447.550668954849,0,0,0,0,1
453.388690948486,0,0,0,0,1
459.176681995392,0,0,0,0,1
464.971320867539,0,0,0,0,1
470.764688968658,0,0,0,0,1
476.54793381691,0,0,0,0,1
482.48815703392,0,0,0,0,1
488.272934913635,0,0,0,0,1
494.07524895668,0,0,0,0,1
499.819602966309,0,0,0,0,1
505.615365982056,0,0,0,0,1
511.400238990784,0,0,0,0,1
517.179463863373,0,0,0,0,1
522.917405843735,0,0,0,0,1
528.683779001236,0,0,0,0,1
534.643917798996,0,0,0,0,1
540.59382390976,0,0,0,0,1
546.357156991959,0,0,0,0,1
552.244833946228,0,0,0,0,1
558.051808834076,0,0,0,0,1
563.834249019623,0,0,0,0,1
569.677028894424,0,0,0,0,1
575.443288803101,0,0,0,0,1
575.923112869263,0,1,0,0,0
579.935746908188,0,2,0,0,0
579.935945034027,0,0,0,1,0
584.50984787941,0,0,0,0,0
584.513247013092,0,0,0,0,0
