time,disconnect,reconnect,scanner_start,scanner_stop,scan_trigger
276.0377428531647,1,0,0,0,0
276.041051864624,2,0,0,0,0
277.0452859401703,0,0,1,0,0
279.047847032547,0,0,0,0,1
284.8026430606842,0,0,0,0,1
290.58200097084045,0,0,0,0,1
296.3530490398407,0,0,0,0,1
302.1471939086914,0,0,0,0,1
307.90133786201477,0,0,0,0,1
313.9220440387726,0,0,0,0,1
319.7081129550934,0,0,0,0,1
325.5116560459137,0,0,0,0,1
331.28217005729675,0,0,0,0,1
337.0335500240326,0,0,0,0,1
342.8539369106293,0,0,0,0,1
348.60246992111206,0,0,0,0,1
354.35161900520325,0,0,0,0,1
360.09410786628723,0,0,0,0,1
365.85872292518616,0,0,0,0,1
371.65643405914307,0,0,0,0,1
377.73190784454346,0,0,0,0,1
383.51642084121704,0,0,0,0,1
389.27523589134216,0,0,0,0,1
395.0539629459381,0,0,0,0,1
400.86320185661316,0,0,0,0,1
406.66251707077026,0,0,0,0,1
412.4864070415497,0,0,0,0,1
418.2268168926239,0,0,0,0,1
423.9745728969574,0,0,0,0,1
429.7319920063019,0,0,0,0,1
435.4804880619049,0,0,0,0,1
441.2254419326782,0,0,0,0,1
447.0610420703888,0,0,0,0,1
453.49977707862854,0,0,0,0,1
459.6626498699188,0,0,0,0,1
465.4225208759308,0,0,0,0,1
471.20264506340027,0,0,0,0,1
477.0760250091553,0,0,0,0,1
483.25611090660095,0,0,0,0,1
489.1286928653717,0,0,0,0,1
494.94277000427246,0,0,0,0,1
500.80143904685974,0,0,0,0,1
506.5863230228424,0,0,0,0,1
512.347058057785,0,0,0,0,1
518.1150250434875,0,0,0,0,1
523.9265818595886,0,0,0,0,1
529.7945599555969,0,0,0,0,1
535.858363866806,0,0,0,0,1
541.7853479385376,0,0,0,0,1
547.6153249740601,0,0,0,0,1
553.8863980770111,0,0,0,0,1
560.1948409080505,0,0,0,0,1
566.2000229358673,0,0,0,0,1
572.5057158470154,0,0,0,0,1
578.2710049152374,0,0,0,0,1
584.0468108654022,0,0,0,0,1
589.8528258800507,0,0,0,0,1
595.810418844223,0,0,0,0,1
601.5868120193481,0,0,0,0,1
607.5516228675842,0,0,0,0,1
613.3431360721588,0,0,0,0,1
619.1475069522858,0,0,0,0,1
624.91472697258,0,0,0,0,1
630.7464048862457,0,0,0,0,1
636.6100678443909,0,0,0,0,1
642.4144470691681,0,0,0,0,1
648.1759719848633,0,0,0,0,1
654.0185668468475,0,0,0,0,1
659.9229290485382,0,0,0,0,1
665.9477729797363,0,0,0,0,1
672.1387689113617,0,0,0,0,1
677.922180891037,0,0,0,0,1
683.7858119010925,0,0,0,0,1
689.5348310470581,0,0,0,0,1
695.2867059707642,0,0,0,0,1
701.0422959327698,0,0,0,0,1
706.859894990921,0,0,0,0,1
712.8893609046936,0,0,0,0,1
718.6703629493713,0,0,0,0,1
724.4561738967896,0,0,0,0,1
730.2192568778992,0,0,0,0,1
735.9938540458679,0,0,0,0,1
741.7625410556793,0,0,0,0,1
747.5239589214325,0,0,0,0,1
753.2572989463806,0,0,0,0,1
758.9905529022217,0,0,0,0,1
764.758563041687,0,0,0,0,1
770.5229530334473,0,0,0,0,1
776.2690949440002,0,0,0,0,1
782.1159100532532,0,0,0,0,1
787.909322977066,0,0,0,0,1
793.7047879695892,0,0,0,0,1
800.1469240188599,0,0,0,0,1
805.9337968826294,0,0,0,0,1
811.6826980113983,0,0,0,0,1
817.4680459499359,0,0,0,0,1
823.3464689254761,0,0,0,0,1
829.1150279045105,0,0,0,0,1
834.9021470546722,0,0,0,0,1
840.653303861618,0,0,0,0,1
846.4188618659973,0,0,0,0,1
852.1668648719788,0,0,0,0,1
857.9200048446655,0,0,0,0,1
863.6707818508148,0,0,0,0,1
869.5162470340729,0,0,0,0,1
875.8441698551178,0,0,0,0,1
881.6126179695129,0,0,0,0,1
887.3780379295349,0,0,0,0,1
893.390506029129,0,0,0,0,1
899.6719300746918,0,0,0,0,1
905.4385809898376,0,0,0,0,1
911.2265548706055,0,0,0,0,1
917.1428029537201,0,0,0,0,1
922.9906299114227,0,0,0,0,1
928.7547450065613,0,0,0,0,1
934.4897990226746,0,0,0,0,1
940.2862629890442,0,0,0,0,1
946.3189849853516,0,0,0,0,1
952.3378360271454,0,0,0,0,1
958.0788099765778,0,0,0,0,1
963.8836939334869,0,0,0,0,1
969.9060750007629,0,0,0,0,1
975.7487180233002,0,0,0,0,1
981.7303760051727,0,0,0,0,1
987.5201518535614,0,0,0,0,1
993.2868740558624,0,0,0,0,1
999.1025490760803,0,0,0,0,1
1004.9055738449097,0,0,0,0,1
1010.6514608860016,0,0,0,0,1
1016.4088220596313,0,0,0,0,1
1022.1499538421631,0,0,0,0,1
1027.9186809062958,0,0,0,0,1
1033.6629829406738,0,0,0,0,1
1039.5037829875946,0,0,0,0,1
1045.337359905243,0,0,0,0,1
1051.207004070282,0,0,0,0,1
1057.1157619953156,0,0,0,0,1
1063.123445034027,0,0,0,0,1
1068.913074016571,0,0,0,0,1
1074.8933000564575,0,0,0,0,1
1080.7265560626984,0,0,0,0,1
1086.546434879303,0,0,0,0,1
1093.160327911377,0,0,0,0,1
1099.2559778690338,0,0,0,0,1
1105.0582129955292,0,0,0,0,1
1105.2519369125366,0,1,0,0,0
1109.0233979225159,0,2,0,0,0
1109.0239479541779,0,0,0,1,0
1241.1893470287323,1,0,0,0,0
1241.1917600631714,2,0,0,0,0
1242.1954519748688,0,0,1,0,0
1244.2027089595795,0,0,0,0,1
1249.9585859775543,0,0,0,0,1
1255.701073884964,0,0,0,0,1
1261.76473402977,0,0,0,0,1
1267.5621418952942,0,0,0,0,1
1273.763841867447,0,0,0,0,1
1279.764477968216,0,0,0,0,1
1285.9070708751678,0,0,0,0,1
1291.7145068645477,0,0,0,0,1
1297.508702993393,0,0,0,0,1
1303.3032619953156,0,0,0,0,1
