buffer_timestamp,data_throughput,pr4g_queue_occupancy,round
2021-06-10 07:34:10,240K,0.0,0
2021-06-10 07:34:11,240K,0.0,0
2021-06-10 07:34:12,240K,0.0,0
2021-06-10 07:34:13,240K,0.0,0
2021-06-10 07:34:14,240K,0.0,0
2021-06-10 07:34:15,240K,0.0,0
2021-06-10 07:34:16,240K,0.0,0
2021-06-10 07:34:17,240K,0.0,0
2021-06-10 07:34:18,240K,0.0,0
2021-06-10 07:34:19,240K,0.0,0
2021-06-10 07:34:20,240K,0.0,0
2021-06-10 07:34:21,240K,0.0,0
2021-06-10 07:34:22,240K,1.0,0
2021-06-10 07:34:23,240K,5.0,0
2021-06-10 07:34:24,240K,8.0,0
2021-06-10 07:34:25,240K,9.0,0
2021-06-10 07:34:26,240K,8.0,0
2021-06-10 07:34:27,240K,6.0,0
2021-06-10 07:34:28,240K,6.0,0
2021-06-10 07:34:29,240K,6.0,0
2021-06-10 07:34:30,240K,6.0,0
2021-06-10 07:34:31,240K,6.0,0
2021-06-10 07:34:32,240K,8.0,0
2021-06-10 07:34:33,240K,11.0,0
2021-06-10 07:34:34,240K,10.0,0
2021-06-10 07:34:35,240K,7.0,0
2021-06-10 07:34:36,240K,6.0,0
2021-06-10 07:34:37,240K,6.0,0
2021-06-10 07:34:38,240K,9.0,0
2021-06-10 07:34:39,240K,10.0,0
2021-06-10 07:34:40,240K,7.0,0
2021-06-10 07:34:41,240K,6.0,0
2021-06-10 07:34:42,240K,8.0,0
2021-06-10 07:34:43,240K,7.0,0
2021-06-10 07:34:44,240K,8.0,0
2021-06-10 07:34:45,240K,10.0,0
2021-06-10 07:34:46,240K,7.0,0
2021-06-10 07:34:47,240K,7.0,0
2021-06-10 07:34:48,240K,9.0,0
2021-06-10 07:34:50,240K,8.0,0
2021-06-10 07:34:51,240K,6.0,0
2021-06-10 07:34:52,240K,7.0,0
2021-06-10 07:34:53,240K,10.0,0
2021-06-10 07:34:54,240K,10.0,0
2021-06-10 07:34:55,240K,7.0,0
2021-06-10 07:34:56,240K,8.0,0
2021-06-10 07:34:57,240K,9.0,0
2021-06-10 07:34:58,240K,10.0,0
2021-06-10 07:34:59,240K,10.0,0
2021-06-10 07:35:00,240K,9.0,0
2021-06-10 07:35:01,240K,8.0,0
2021-06-10 07:35:02,240K,6.0,0
2021-06-10 07:35:03,240K,9.0,0
2021-06-10 07:35:04,240K,9.0,0
2021-06-10 07:35:05,240K,5.0,0
2021-06-10 07:35:06,240K,8.0,0
2021-06-10 07:35:07,240K,8.0,0
2021-06-10 07:35:08,240K,6.0,0
2021-06-10 07:35:09,240K,7.0,0
2021-06-10 07:35:10,240K,9.0,0
2021-06-10 07:35:11,240K,8.0,0
2021-06-10 07:35:12,240K,6.0,0
2021-06-10 07:35:13,240K,8.0,0
2021-06-10 07:35:14,240K,8.0,0
2021-06-10 07:35:15,240K,7.0,0
2021-06-10 07:35:16,240K,9.0,0
2021-06-10 07:35:17,240K,8.0,0
2021-06-10 07:35:18,240K,8.0,0
2021-06-10 07:35:19,240K,6.0,0
2021-06-10 07:35:20,240K,6.0,0
2021-06-10 07:35:21,240K,8.0,0
2021-06-10 07:35:22,240K,6.0,0
2021-06-10 07:35:23,240K,7.0,0
2021-06-10 07:35:24,240K,8.0,0
2021-06-10 07:35:25,240K,7.0,0
2021-06-10 07:35:26,240K,6.0,0
2021-06-10 07:35:27,240K,7.0,0
2021-06-10 07:35:28,240K,8.0,0
2021-06-10 07:35:29,240K,7.0,0
2021-06-10 07:35:30,240K,6.0,0
2021-06-10 07:35:31,240K,6.0,0
2021-06-10 07:35:32,240K,6.0,0
2021-06-10 07:35:33,240K,5.0,0
2021-06-10 07:35:34,240K,6.0,0
2021-06-10 07:35:35,240K,8.0,0
2021-06-10 07:35:36,240K,8.0,0
2021-06-10 07:35:37,240K,7.0,0
2021-06-10 07:35:38,240K,7.0,0
2021-06-10 07:35:39,240K,7.0,0
2021-06-10 07:35:40,240K,7.0,0
2021-06-10 07:35:41,240K,8.0,0
2021-06-10 07:35:42,240K,7.0,0
2021-06-10 07:35:43,240K,6.0,0
2021-06-10 07:35:44,240K,7.0,0
2021-06-10 07:35:45,240K,6.0,0
2021-06-10 07:35:46,240K,7.0,0
2021-06-10 07:35:47,240K,6.0,0
2021-06-10 07:35:48,240K,6.0,0
2021-06-10 07:35:49,240K,7.0,0
2021-06-10 07:35:50,240K,8.0,0
2021-06-10 07:35:51,240K,9.0,0
2021-06-10 07:35:52,240K,7.0,0
2021-06-10 07:35:53,240K,6.0,0
2021-06-10 07:35:54,240K,9.0,0
2021-06-10 07:35:55,240K,12.0,0
2021-06-10 07:35:56,240K,9.0,0
2021-06-10 07:35:57,240K,9.0,0
