total_time_s,packet_sent,packet_received,packet_dropped,packet_dropped_rate,min_latency_s,max_latency_s,avg_latency_s,sd_latency_s,avg_jitter_s,sd_jitter_s,avg_bitrate,sd_bitrate,avg_packetrate_pkts,round
1226.4874830245972,6000,1319,4681,78.01666666666667,2.0009071826934814,4.080341815948486,2.012554196537761,0.08030801399555183,0.011414923570298895,0.07590623613405614,5841.288888888889,11262.107511386344,1.0754288309141655,
