time,disconnect,reconnect,scanner_start,scanner_stop,scan_trigger
145.46817111968994,1,0,0,0,0
154.77743816375732,2,0,0,0,0
155.7822871208191,0,0,1,0,0
157.78625011444092,0,0,0,0,1
163.56439995765686,0,0,0,0,1
169.30238604545593,0,0,0,0,1
175.1313121318817,0,0,0,0,1
180.97388911247253,0,0,0,0,1
186.7470281124115,0,0,0,0,1
192.5101490020752,0,0,0,0,1
198.29005217552185,0,0,0,0,1
204.11034512519836,0,0,0,0,1
209.85066294670105,0,0,0,0,1
215.6489281654358,0,0,0,0,1
221.48397302627563,0,0,0,0,1
227.2540020942688,0,0,0,0,1
233.07826209068298,0,0,0,0,1
238.8946499824524,0,0,0,0,1
244.68259716033936,0,0,0,0,1
250.45757508277893,0,0,0,0,1
256.20589804649353,0,0,0,0,1
261.97019696235657,0,0,0,0,1
267.74228715896606,0,0,0,0,1
273.73402404785156,0,0,0,0,1
279.5375370979309,0,0,0,0,1
285.3064229488373,0,0,0,0,1
291.0655620098114,0,0,0,0,1
296.87398409843445,0,0,0,0,1
302.78210401535034,0,0,0,0,1
308.56195402145386,0,0,0,0,1
314.35534501075745,0,0,0,0,1
320.0940101146698,0,0,0,0,1
325.8822510242462,0,0,0,0,1
331.64740109443665,0,0,0,0,1
337.4315650463104,0,0,0,0,1
343.19084310531616,0,0,0,0,1
348.95820808410645,0,0,0,0,1
354.7673909664154,0,0,0,0,1
360.6336860656738,0,0,0,0,1
366.5027530193329,0,0,0,0,1
372.3619110584259,0,0,0,0,1
378.171334028244,0,0,0,0,1
383.93392515182495,0,0,0,0,1
389.7177619934082,0,0,0,0,1
395.50181698799133,0,0,0,0,1
401.2868461608887,0,0,0,0,1
407.1138370037079,0,0,0,0,1
412.8960120677948,0,0,0,0,1
418.7585971355438,0,0,0,0,1
424.56715512275696,0,0,0,0,1
430.4019479751587,0,0,0,0,1
436.2872860431671,0,0,0,0,1
442.1229000091553,0,0,0,0,1
447.93702507019043,0,0,0,0,1
453.7293150424957,0,0,0,0,1
459.5328390598297,0,0,0,0,1
465.3267149925232,0,0,0,0,1
471.12894201278687,0,0,0,0,1
476.982342004776,0,0,0,0,1
482.8370690345764,0,0,0,0,1
488.6339521408081,0,0,0,0,1
494.50391602516174,0,0,0,0,1
500.32595014572144,0,0,0,0,1
506.113862991333,0,0,0,0,1
511.96466302871704,0,0,0,0,1
517.7424411773682,0,0,0,0,1
523.5299429893494,0,0,0,0,1
529.3265120983124,0,0,0,0,1
535.0979681015015,0,0,0,0,1
540.8660161495209,0,0,0,0,1
546.6661479473114,0,0,0,0,1
552.4232001304626,0,0,0,0,1
558.1872179508209,0,0,0,0,1
558.6549620628357,0,1,0,0,0
562.4467551708221,0,2,0,0,0
562.4473609924316,0,0,0,1,0
