time,bitrate,latency,jitter,packet_loss
21616.213356018066,266.6666666666667,2.0080740451812744,0,0
21616.650558948517,32000.0,2.0052809715270996,0.0027930736541748047,0
21616.93498110771,32000.0,2.0039830207824707,0.0012979507446289062,0
21616.979931116104,32000.0,2.004465103149414,0.0004820823669433594,0
21617.25913500786,32000.0,2.001711845397949,0.0027532577514648438,0
21617.494833946228,32000.0,2.002246856689453,0.0005350112915039062,0
21617.73402094841,32000.0,2.002901792526245,0.0006549358367919922,0
21617.787090063095,32000.0,2.0181729793548584,0.015271186828613281,0
21618.211641073227,32000.0,2.0016019344329834,0.016571044921875,0
21618.457643032074,32000.0,2.000977039337158,0.0006248950958251953,0
21618.564501047134,32000.0,2.001523017883301,0.0005459785461425781,0
21618.83997607231,32000.0,2.023315906524658,0.021792888641357422,0
21618.87610602379,32000.0,2.0032548904418945,0.020061016082763672,0
21619.266879081726,32000.0,2.0078699588775635,0.004615068435668945,0
21619.742386102676,32000.0,2.0050830841064453,0.002786874771118164,0
21619.93103003502,32000.0,2.010209083557129,0.005125999450683594,0
21620.033440113068,32000.0,2.0385470390319824,0.028337955474853516,0
21620.340005159378,32000.0,2.0449562072753906,0.006409168243408203,0
21620.51626110077,32000.0,2.0445830821990967,0.0003731250762939453,0
21620.917458057404,32000.0,2.0029048919677734,0.04167819023132324,0
21621.395858049393,32000.0,2.0048840045928955,0.0019791126251220703,0
21621.70727801323,32000.0,2.0064308643341064,0.0015468597412109375,0
21621.9886841774,32000.0,2.002725124359131,0.003705739974975586,0
21622.35031914711,32000.0,2.01033616065979,0.00761103630065918,0
21622.799659967422,32000.0,2.0109548568725586,0.0006186962127685547,0
21623.103011131287,32000.0,2.000920057296753,0.010034799575805664,0
21623.402487039566,32000.0,2.0041558742523193,0.0032358169555664062,0
21623.583626031876,32000.0,2.0189430713653564,0.01478719711303711,0
21623.891122102737,32000.0,2.0153701305389404,0.0035729408264160156,0
21624.3694460392,32000.0,2.028564929962158,0.013194799423217773,0
21624.737138032913,32000.0,2.0061728954315186,0.02239203453063965,0
21625.096457004547,32000.0,2.0075600147247314,0.0013871192932128906,0
21625.51585507393,32000.0,2.0029520988464355,0.0046079158782958984,0
21625.693634033203,32000.0,2.027409076690674,0.02445697784423828,0
21625.791517019272,32000.0,2.002009868621826,0.025399208068847656,0
21625.89621400833,32000.0,2.0093629360198975,0.007353067398071289,0
21626.040464162827,32000.0,2.0067341327667236,0.002628803253173828,0
21626.419357061386,32000.0,2.005976915359497,0.0007572174072265625,0
21626.455923080444,32000.0,2.001194953918457,0.004781961441040039,0
21626.5706679821,32000.0,2.0186188220977783,0.01742386817932129,0
21626.750385046005,32000.0,2.0563199520111084,0.03770112991333008,0
21627.00947213173,32000.0,2.0118560791015625,0.0444638729095459,0
21627.101093053818,32000.0,2.0055129528045654,0.00634312629699707,0
21627.26476597786,32000.0,2.0018508434295654,0.003662109375,0
21627.31147813797,32000.0,2.006880044937134,0.005029201507568359,0
21627.710839033127,32000.0,2.011190891265869,0.0043108463287353516,0
21627.747323036194,32000.0,2.002492904663086,0.008697986602783203,0
21628.20935702324,32000.0,2.0130538940429688,0.010560989379882812,0
21628.678173065186,32000.0,2.0470259189605713,0.03397202491760254,0
21628.975952148438,32000.0,2.0362491607666016,0.010776758193969727,0
21629.339991092682,32000.0,2.0054590702056885,0.030790090560913086,0
21629.622668981552,32000.0,2.0018298625946045,0.0036292076110839844,0
21629.743489027023,32000.0,2.0385279655456543,0.036698102951049805,0
21630.14706301689,32000.0,2.0076780319213867,0.030849933624267578,0
21630.279472112656,32000.0,2.0011160373687744,0.006561994552612305,0
21630.63600707054,32000.0,2.0169310569763184,0.015815019607543945,0
21631.113003969193,32000.0,2.001335859298706,0.015595197677612305,0
21631.16638803482,32000.0,2.0090959072113037,0.007760047912597656,0
21631.32755804062,32000.0,2.0357139110565186,0.026618003845214844,0
21631.41114807129,32000.0,2.0077810287475586,0.02793288230895996,0
