buffer_timestamp,data_throughput,pr4g_queue_occupancy,round
2021-06-10 08:06:21,240K,0.0,0
2021-06-10 08:06:22,240K,0.0,0
2021-06-10 08:06:23,240K,0.0,0
2021-06-10 08:06:24,240K,0.0,0
2021-06-10 08:06:25,240K,0.0,0
2021-06-10 08:06:26,240K,0.0,0
2021-06-10 08:06:27,240K,0.0,0
2021-06-10 08:06:28,240K,0.0,0
2021-06-10 08:06:29,240K,0.0,0
2021-06-10 08:06:30,240K,0.0,0
2021-06-10 08:06:31,240K,0.0,0
2021-06-10 08:06:32,240K,0.0,0
2021-06-10 08:06:33,240K,1.0,0
2021-06-10 08:06:34,240K,5.0,0
2021-06-10 08:06:35,240K,8.0,0
2021-06-10 08:06:36,240K,9.0,0
2021-06-10 08:06:37,240K,9.0,0
2021-06-10 08:06:38,240K,6.0,0
2021-06-10 08:06:39,240K,6.0,0
2021-06-10 08:06:40,240K,5.0,0
2021-06-10 08:06:41,240K,6.0,0
2021-06-10 08:06:42,240K,5.0,0
2021-06-10 08:06:43,240K,8.0,0
2021-06-10 08:06:44,240K,13.0,0
2021-06-10 08:06:45,240K,10.0,0
2021-06-10 08:06:47,240K,6.0,0
2021-06-10 08:06:48,120K,7.0,0
2021-06-10 08:06:49,120K,9.0,0
2021-06-10 08:06:50,120K,8.0,0
2021-06-10 08:06:51,120K,8.0,0
2021-06-10 08:06:52,120K,8.0,0
2021-06-10 08:06:53,120K,7.0,0
2021-06-10 08:06:54,120K,7.0,0
2021-06-10 08:06:55,120K,8.0,0
2021-06-10 08:06:56,120K,10.0,0
2021-06-10 08:06:57,120K,8.0,0
2021-06-10 08:06:58,120K,7.0,0
2021-06-10 08:06:59,120K,9.0,0
2021-06-10 08:07:00,120K,7.0,0
2021-06-10 08:07:01,120K,6.0,0
2021-06-10 08:07:02,120K,8.0,0
2021-06-10 08:07:03,120K,10.0,0
2021-06-10 08:07:04,120K,11.0,0
2021-06-10 08:07:05,120K,8.0,0
