time,disconnect,reconnect,scanner_start,scanner_stop,scan_trigger
155.520425081253,1,0,0,0,0
160.542117118835,2,0,0,0,0
161.546643018723,0,0,1,0,0
163.551759958267,0,0,0,0,1
169.314913034439,0,0,0,0,1
175.182898044586,0,0,0,0,1
181.034041166306,0,0,0,0,1
186.858896970749,0,0,0,0,1
192.629750967026,0,0,0,0,1
198.401754140854,0,0,0,0,1
204.206196069717,0,0,0,0,1
209.959607124329,0,0,0,0,1
215.762099981308,0,0,0,0,1
221.606054067612,0,0,0,0,1
227.383743047714,0,0,0,0,1
233.22845697403,0,0,0,0,1
239.044015169144,0,0,0,0,1
244.837996959686,0,0,0,0,1
250.609334945679,0,0,0,0,1
256.346678972244,0,0,0,0,1
262.100078105927,0,0,0,0,1
267.851031064987,0,0,0,0,1
273.736937046051,0,0,0,0,1
279.53698015213,0,0,0,0,1
285.306422948837,0,0,0,0,1
291.078075170517,0,0,0,0,1
296.892712116241,0,0,0,0,1
302.782114028931,0,0,0,0,1
308.56613111496,0,0,0,0,1
314.325968980789,0,0,0,0,1
320.088340044022,0,0,0,0,1
325.841734170914,0,0,0,0,1
331.592288017273,0,0,0,0,1
337.377258062363,0,0,0,0,1
343.147411108017,0,0,0,0,1
348.906130075455,0,0,0,0,1
354.75386595726,0,0,0,0,1
360.631406068802,0,0,0,0,1
366.503525972366,0,0,0,0,1
372.361901044846,0,0,0,0,1
378.208814144135,0,0,0,0,1
383.974020957947,0,0,0,0,1
389.742035150528,0,0,0,0,1
395.541849136353,0,0,0,0,1
401.332750082016,0,0,0,0,1
407.153655052185,0,0,0,0,1
412.915205955505,0,0,0,0,1
418.758677959442,0,0,0,0,1
424.567186117172,0,0,0,0,1
430.40194606781,0,0,0,0,1
436.287286996841,0,0,0,0,1
442.122895002365,0,0,0,0,1
447.934522151947,0,0,0,0,1
453.729315042496,0,0,0,0,1
459.493623018265,0,0,0,0,1
465.258039951324,0,0,0,0,1
471.025573968887,0,0,0,0,1
476.883175134659,0,0,0,0,1
482.71869301796,0,0,0,0,1
488.56836104393,0,0,0,0,1
494.363221168518,0,0,0,0,1
500.201164960861,0,0,0,0,1
506.007248163223,0,0,0,0,1
511.965854167938,0,0,0,0,1
517.741016149521,0,0,0,0,1
523.517347097397,0,0,0,0,1
529.326500177383,0,0,0,0,1
535.097257137299,0,0,0,0,1
540.866013050079,0,0,0,0,1
546.66614317894,0,0,0,0,1
552.423197031021,0,0,0,0,1
558.186247110367,0,0,0,0,1
563.954405069351,0,0,0,0,1
564.443001031876,0,1,0,0,0
568.274465084076,0,2,0,0,0
568.274667024612,0,0,0,1,0
572.861294031143,0,0,0,0,0
572.864599943161,0,0,0,0,0
577.434990167618,0,0,1,0,0
577.438130140305,0,0,0,0,0
577.442953109741,0,0,0,0,0
577.443176031113,0,0,0,1,0
