      1 12 6 33.745195 12 6 35.753269 1000
      2 12 6 34.185191 12 6 36.190472 1000
      3 12 6 34.470911 12 6 36.474894 1000
      4 12 6 34.515379 12 6 36.519844 1000
      5 12 6 34.797336 12 6 36.799048 1000
      6 12 6 35.032500 12 6 37.034747 1000
      7 12 6 35.271032 12 6 37.273934 1000
      8 12 6 35.308830 12 6 37.327003 1000
      9 12 6 35.749952 12 6 37.751554 1000
     10 12 6 35.996579 12 6 37.997556 1000
     11 12 6 36.102891 12 6 38.104414 1000
     12 12 6 36.356573 12 6 38.379889 1000
     13 12 6 36.412764 12 6 38.416019 1000
     14 12 6 36.798922 12 6 38.806792 1000
     15 12 6 37.277216 12 6 39.282299 1000
     16 12 6 37.460734 12 6 39.470943 1000
     17 12 6 37.534806 12 6 39.573353 1000
     18 12 6 37.834962 12 6 39.879918 1000
     19 12 6 38.011591 12 6 40.056174 1000
     20 12 6 38.454466 12 6 40.457371 1000
     21 12 6 38.930887 12 6 40.935771 1000
     22 12 6 39.240760 12 6 41.247191 1000
     23 12 6 39.525872 12 6 41.528597 1000
     24 12 6 39.879896 12 6 41.890232 1000
     25 12 6 40.328618 12 6 42.339573 1000
     26 12 6 40.642004 12 6 42.642924 1000
     27 12 6 40.938244 12 6 42.942400 1000
     28 12 6 41.104596 12 6 43.123539 1000
     29 12 6 41.415665 12 6 43.431035 1000
     30 12 6 41.880794 12 6 43.909359 1000
     31 12 6 42.270878 12 6 44.277051 1000
     32 12 6 42.628810 12 6 44.636370 1000
     33 12 6 43.052816 12 6 45.055768 1000
     34 12 6 43.206138 12 6 45.233547 1000
     35 12 6 43.329420 12 6 45.331430 1000
     36 12 6 43.426764 12 6 45.436127 1000
     37 12 6 43.573643 12 6 45.580377 1000
     38 12 6 43.953293 12 6 45.959270 1000
     39 12 6 43.994641 12 6 45.995836 1000
     40 12 6 44.091962 12 6 46.110581 1000
     41 12 6 44.233978 12 6 46.290298 1000
     42 12 6 44.537529 12 6 46.549385 1000
     43 12 6 44.635493 12 6 46.641006 1000
     44 12 6 44.802828 12 6 46.804679 1000
     45 12 6 44.844511 12 6 46.851391 1000
     46 12 6 45.239561 12 6 47.250752 1000
     47 12 6 45.284743 12 6 47.287236 1000
     48 12 6 45.736216 12 6 47.749270 1000
     49 12 6 46.171060 12 6 48.218086 1000
     50 12 6 46.479616 12 6 48.515865 1000
     51 12 6 46.874445 12 6 48.879904 1000
     52 12 6 47.160752 12 6 49.162582 1000
     53 12 6 47.244874 12 6 49.283402 1000
     54 12 6 47.679298 12 6 49.686976 1000
     55 12 6 47.818269 12 6 49.819385 1000
     56 12 6 48.158989 12 6 50.175920 1000
     57 12 6 48.651581 12 6 50.652917 1000
     58 12 6 48.697205 12 6 50.706301 1000
     59 12 6 48.831757 12 6 50.867471 1000
     60 12 6 48.943280 12 6 50.951061 1000
     61 12 6 49.052849 12 6 51.056048 1000
     62 12 6 49.462326 12 6 51.483832 1000
     63 12 6 49.898943 12 6 51.902156 1000
     64 12 6 50.170688 12 6 52.171716 1000
     65 12 6 50.230822 12 6 52.239700 1000
     66 12 6 50.350731 12 6 52.352278 1000
     67 12 6 50.829531 12 6 52.831748 1000
     68 12 6 50.950724 12 6 52.955689 1000
